CMDLINE /opt/miniconda3/envs/jupyter/bin/python test.py
MEM 44.382812 1596199282.5605
MEM 44.382812 1596199282.6616
MEM 44.382812 1596199282.7632
MEM 44.382812 1596199282.8643
MEM 44.382812 1596199282.9652
MEM 44.382812 1596199283.0693
MEM 44.382812 1596199283.1727
MEM 44.382812 1596199283.2757
MEM 44.382812 1596199283.3806
MEM 44.382812 1596199283.4823
MEM 44.382812 1596199283.5841
MEM 44.382812 1596199283.6847
MEM 44.382812 1596199283.7851
MEM 44.382812 1596199283.8860
MEM 44.382812 1596199283.9882
MEM 44.382812 1596199284.0910
MEM 44.382812 1596199284.1922
MEM 44.382812 1596199284.2949
MEM 44.382812 1596199284.3952
MEM 44.382812 1596199284.4963
MEM 44.382812 1596199284.5995
MEM 44.382812 1596199284.7046
MEM 44.382812 1596199284.8051
MEM 44.382812 1596199284.9053
MEM 44.382812 1596199285.0083
MEM 44.382812 1596199285.1091
MEM 44.382812 1596199285.2107
MEM 44.382812 1596199285.3120
MEM 44.382812 1596199285.4131
MEM 44.382812 1596199285.5164
MEM 44.382812 1596199285.6185
MEM 44.382812 1596199285.7229
MEM 44.382812 1596199285.8257
MEM 44.382812 1596199285.9307
MEM 44.382812 1596199286.0309
MEM 44.382812 1596199286.1360
MEM 44.382812 1596199286.2411
MEM 44.382812 1596199286.3417
MEM 44.382812 1596199286.4460
MEM 44.382812 1596199286.5500
MEM 44.382812 1596199286.6504
MEM 44.382812 1596199286.7512
MEM 44.382812 1596199286.8515
MEM 44.382812 1596199286.9548
MEM 44.382812 1596199287.0564
MEM 44.382812 1596199287.1565
MEM 44.382812 1596199287.2591
MEM 44.382812 1596199287.3606
MEM 44.382812 1596199287.4617
MEM 44.382812 1596199287.5668
MEM 44.382812 1596199287.6705
MEM 44.382812 1596199287.7711
MEM 44.382812 1596199287.8758
MEM 44.382812 1596199287.9798
MEM 44.382812 1596199288.0804
MEM 44.382812 1596199288.1812
MEM 44.382812 1596199288.2831
MEM 44.382812 1596199288.3847
MEM 44.382812 1596199288.4851
MEM 44.382812 1596199288.5876
MEM 44.382812 1596199288.6923
MEM 44.382812 1596199288.7963
MEM 44.382812 1596199288.8967
MEM 44.382812 1596199288.9997
MEM 44.382812 1596199289.1048
MEM 44.382812 1596199289.2058
MEM 44.382812 1596199289.3071
MEM 44.382812 1596199289.4094
MEM 44.382812 1596199289.5095
MEM 44.382812 1596199289.6113
MEM 44.382812 1596199289.7124
MEM 44.382812 1596199289.8167
MEM 44.382812 1596199289.9181
MEM 44.382812 1596199290.0189
MEM 44.382812 1596199290.1232
MEM 44.382812 1596199290.2258
MEM 44.382812 1596199290.3286
MEM 44.382812 1596199290.4335
MEM 44.382812 1596199290.5338
MEM 44.382812 1596199290.6350
MEM 44.382812 1596199290.7370
MEM 44.382812 1596199290.8376
MEM 44.382812 1596199290.9395
MEM 44.382812 1596199291.0423
MEM 44.382812 1596199291.1425
MEM 44.382812 1596199291.2433
MEM 44.382812 1596199291.3437
MEM 44.382812 1596199291.4488
MEM 44.382812 1596199291.5525
MEM 44.382812 1596199291.6538
MEM 44.382812 1596199291.7576
MEM 44.382812 1596199291.8615
MEM 44.382812 1596199291.9631
MEM 44.382812 1596199292.0635
MEM 44.382812 1596199292.1684
MEM 44.382812 1596199292.2688
MEM 44.382812 1596199292.3696
MEM 44.382812 1596199292.4731
MEM 44.382812 1596199292.5758
MEM 44.382812 1596199292.6774
MEM 44.382812 1596199292.7821
MEM 44.382812 1596199292.8834
MEM 44.382812 1596199292.9853
MEM 44.382812 1596199293.0879
MEM 44.382812 1596199293.1882
MEM 44.382812 1596199293.2924
MEM 44.382812 1596199293.3975
MEM 44.382812 1596199293.4993
MEM 44.382812 1596199293.6044
MEM 44.382812 1596199293.7068
MEM 44.382812 1596199293.8078
MEM 44.382812 1596199293.9128
MEM 44.382812 1596199294.0132
MEM 44.382812 1596199294.1179
MEM 44.382812 1596199294.2228
MEM 44.382812 1596199294.3263
MEM 44.382812 1596199294.4272
MEM 44.382812 1596199294.5279
MEM 44.382812 1596199294.6287
MEM 44.382812 1596199294.7314
MEM 44.382812 1596199294.8345
MEM 44.382812 1596199294.9367
MEM 44.382812 1596199295.0415
MEM 44.382812 1596199295.1418
MEM 44.382812 1596199295.2450
MEM 44.382812 1596199295.3501
MEM 44.382812 1596199295.4538
MEM 44.382812 1596199295.5539
MEM 44.382812 1596199295.6588
MEM 44.382812 1596199295.7600
MEM 44.382812 1596199295.8629
MEM 44.382812 1596199295.9654
MEM 44.382812 1596199296.0656
MEM 44.382812 1596199296.1659
MEM 44.382812 1596199296.2710
MEM 44.382812 1596199296.3759
MEM 44.382812 1596199296.4811
MEM 44.382812 1596199296.5813
MEM 44.382812 1596199296.6816
MEM 44.382812 1596199296.7834
MEM 44.382812 1596199296.8886
MEM 44.382812 1596199296.9925
MEM 44.382812 1596199297.0953
MEM 44.382812 1596199297.1957
MEM 44.382812 1596199297.2962
MEM 44.382812 1596199297.4001
MEM 44.382812 1596199297.5018
MEM 44.382812 1596199297.6059
MEM 44.382812 1596199297.7074
MEM 44.382812 1596199297.8086
MEM 44.382812 1596199297.9137
MEM 44.382812 1596199298.0188
MEM 44.382812 1596199298.1190
MEM 44.382812 1596199298.2194
MEM 44.382812 1596199298.3206
MEM 44.382812 1596199298.4219
MEM 44.382812 1596199298.5259
MEM 44.382812 1596199298.6261
MEM 44.382812 1596199298.7310
MEM 44.382812 1596199298.8326
MEM 44.382812 1596199298.9355
MEM 44.382812 1596199299.0379
MEM 44.382812 1596199299.1395
MEM 44.382812 1596199299.2424
MEM 44.382812 1596199299.3446
MEM 44.382812 1596199299.4498
MEM 44.382812 1596199299.5549
MEM 44.382812 1596199299.6554
MEM 44.382812 1596199299.7557
MEM 44.382812 1596199299.8590
MEM 44.382812 1596199299.9615
MEM 44.382812 1596199300.0652
MEM 44.382812 1596199300.1659
MEM 44.382812 1596199300.2675
MEM 44.382812 1596199300.3686
MEM 44.382812 1596199300.4727
MEM 44.382812 1596199300.5730
MEM 44.382812 1596199300.6767
MEM 44.382812 1596199300.7771
MEM 44.382812 1596199300.8822
MEM 44.382812 1596199300.9832
MEM 44.382812 1596199301.0833
MEM 44.382812 1596199301.1848
MEM 44.382812 1596199301.2853
MEM 44.382812 1596199301.3871
MEM 44.382812 1596199301.4904
MEM 44.382812 1596199301.5953
MEM 44.382812 1596199301.6968
MEM 44.382812 1596199301.7980
MEM 44.382812 1596199301.9016
MEM 44.382812 1596199302.0067
MEM 44.382812 1596199302.1117
MEM 44.382812 1596199302.2155
MEM 44.382812 1596199302.3206
MEM 44.382812 1596199302.4222
MEM 44.382812 1596199302.5260
MEM 44.382812 1596199302.6295
MEM 44.382812 1596199302.7314
MEM 44.382812 1596199302.8347
MEM 44.382812 1596199302.9349
MEM 44.382812 1596199303.0353
MEM 44.382812 1596199303.1356
MEM 44.382812 1596199303.2359
MEM 44.382812 1596199303.3365
MEM 44.382812 1596199303.4392
MEM 44.382812 1596199303.5425
MEM 44.382812 1596199303.6433
MEM 44.382812 1596199303.7446
MEM 44.382812 1596199303.8449
MEM 44.382812 1596199303.9455
MEM 44.382812 1596199304.0506
MEM 44.382812 1596199304.1508
MEM 44.382812 1596199304.2514
MEM 44.382812 1596199304.3539
MEM 44.382812 1596199304.4541
MEM 44.382812 1596199304.5551
MEM 44.382812 1596199304.6567
MEM 44.382812 1596199304.7595
MEM 44.382812 1596199304.8633
MEM 44.382812 1596199304.9659
MEM 44.382812 1596199305.0675
MEM 44.382812 1596199305.1687
MEM 44.382812 1596199305.2705
MEM 44.382812 1596199305.3713
MEM 44.382812 1596199305.4737
MEM 44.382812 1596199305.5740
MEM 44.382812 1596199305.6745
MEM 44.382812 1596199305.7761
MEM 44.382812 1596199305.8765
MEM 44.382812 1596199305.9774
MEM 44.382812 1596199306.0826
MEM 44.382812 1596199306.1877
MEM 44.382812 1596199306.2925
MEM 44.382812 1596199306.3977
MEM 44.382812 1596199306.5020
MEM 44.382812 1596199306.6031
MEM 44.382812 1596199306.7047
MEM 44.382812 1596199306.8098
MEM 44.382812 1596199306.9137
MEM 44.382812 1596199307.0155
MEM 44.382812 1596199307.1207
MEM 44.382812 1596199307.2250
MEM 44.382812 1596199307.3293
MEM 44.382812 1596199307.4301
MEM 44.382812 1596199307.5325
MEM 44.382812 1596199307.6327
MEM 44.382812 1596199307.7337
MEM 44.382812 1596199307.8348
MEM 44.382812 1596199307.9363
MEM 44.382812 1596199308.0374
MEM 44.382812 1596199308.1406
MEM 44.382812 1596199308.2407
MEM 44.382812 1596199308.3431
MEM 44.382812 1596199308.4434
MEM 44.382812 1596199308.5450
MEM 44.382812 1596199308.6451
MEM 44.382812 1596199308.7480
MEM 44.382812 1596199308.8487
MEM 44.382812 1596199308.9502
MEM 44.382812 1596199309.0509
MEM 44.382812 1596199309.1560
MEM 44.382812 1596199309.2612
MEM 44.382812 1596199309.3664
MEM 44.382812 1596199309.4668
MEM 44.382812 1596199309.5689
MEM 44.382812 1596199309.6700
MEM 44.382812 1596199309.7712
MEM 44.382812 1596199309.8727
MEM 44.382812 1596199309.9761
MEM 44.382812 1596199310.0772
MEM 44.382812 1596199310.1821
MEM 44.382812 1596199310.2872
MEM 44.382812 1596199310.3904
MEM 44.382812 1596199310.4949
MEM 44.382812 1596199310.5952
MEM 44.382812 1596199310.6991
MEM 44.382812 1596199310.7992
MEM 44.382812 1596199310.9030
MEM 44.382812 1596199311.0034
MEM 44.382812 1596199311.1044
MEM 44.382812 1596199311.2061
MEM 44.382812 1596199311.3082
MEM 44.382812 1596199311.4134
MEM 44.382812 1596199311.5153
MEM 44.382812 1596199311.6205
MEM 44.382812 1596199311.7231
MEM 44.382812 1596199311.8261
MEM 44.382812 1596199311.9279
MEM 44.382812 1596199312.0287
MEM 44.382812 1596199312.1298
MEM 44.382812 1596199312.2309
MEM 44.382812 1596199312.3340
MEM 44.382812 1596199312.4391
MEM 44.382812 1596199312.5417
MEM 44.382812 1596199312.6426
MEM 44.382812 1596199312.7428
MEM 44.382812 1596199312.8480
MEM 44.382812 1596199312.9501
MEM 44.382812 1596199313.0506
MEM 44.382812 1596199313.1528
MEM 44.382812 1596199313.2537
MEM 44.382812 1596199313.3587
MEM 44.382812 1596199313.4613
MEM 44.382812 1596199313.5664
MEM 44.382812 1596199313.6675
MEM 44.382812 1596199313.7727
MEM 44.382812 1596199313.8761
MEM 44.382812 1596199313.9804
MEM 44.382812 1596199314.0855
MEM 44.382812 1596199314.1867
MEM 44.382812 1596199314.2876
MEM 44.382812 1596199314.3926
MEM 44.382812 1596199314.4928
MEM 44.382812 1596199314.5980
MEM 44.382812 1596199314.7007
MEM 44.382812 1596199314.8043
MEM 44.382812 1596199314.9094
MEM 44.382812 1596199315.0099
MEM 44.382812 1596199315.1116
MEM 44.382812 1596199315.2168
MEM 44.382812 1596199315.3219
MEM 44.382812 1596199315.4266
MEM 44.382812 1596199315.5269
MEM 44.382812 1596199315.6311
MEM 44.382812 1596199315.7347
MEM 44.382812 1596199315.8349
MEM 44.382812 1596199315.9397
MEM 44.382812 1596199316.0427
MEM 44.382812 1596199316.1453
MEM 44.382812 1596199316.2504
MEM 44.382812 1596199316.3536
MEM 44.382812 1596199316.4588
MEM 44.382812 1596199316.5639
MEM 44.382812 1596199316.6643
MEM 44.382812 1596199316.7657
MEM 44.382812 1596199316.8702
MEM 44.382812 1596199316.9705
MEM 44.382812 1596199317.0741
MEM 44.382812 1596199317.1767
MEM 44.382812 1596199317.2774
MEM 44.382812 1596199317.3804
MEM 44.382812 1596199317.4807
MEM 44.382812 1596199317.5836
MEM 44.382812 1596199317.6880
MEM 44.382812 1596199317.7926
MEM 44.382812 1596199317.8931
MEM 44.382812 1596199317.9974
MEM 44.382812 1596199318.1026
MEM 44.382812 1596199318.2077
MEM 44.382812 1596199318.3101
MEM 44.382812 1596199318.4152
MEM 44.382812 1596199318.5203
MEM 44.382812 1596199318.6248
MEM 44.382812 1596199318.7299
MEM 44.382812 1596199318.8303
MEM 44.382812 1596199318.9354
MEM 44.382812 1596199319.0378
MEM 39.375000 1596199319.1380
MEM 39.375000 1596199319.2397
MEM 39.375000 1596199319.3398
MEM 39.375000 1596199319.4408
MEM 39.375000 1596199319.5448
MEM 39.375000 1596199319.6464
MEM 39.375000 1596199319.7507
MEM 39.375000 1596199319.8549
MEM 39.375000 1596199319.9550
MEM 39.375000 1596199320.0556
MEM 39.375000 1596199320.1608
MEM 39.375000 1596199320.2659
MEM 39.375000 1596199320.3690
MEM 39.375000 1596199320.4705
MEM 39.375000 1596199320.5756
MEM 39.375000 1596199320.6763
MEM 39.375000 1596199320.7767
MEM 39.375000 1596199320.8807
MEM 39.375000 1596199320.9842
MEM 39.375000 1596199321.0879
MEM 39.375000 1596199321.1928
MEM 39.375000 1596199321.2959
MEM 39.375000 1596199321.4002
MEM 39.375000 1596199321.5017
MEM 39.375000 1596199321.6019
MEM 39.375000 1596199321.7047
MEM 39.375000 1596199321.8083
MEM 39.375000 1596199321.9120
MEM 39.375000 1596199322.0121
MEM 39.375000 1596199322.1136
MEM 39.375000 1596199322.2137
MEM 39.375000 1596199322.3189
MEM 39.375000 1596199322.4228
MEM 39.375000 1596199322.5234
MEM 39.375000 1596199322.6262
MEM 39.375000 1596199322.7350
MEM 39.375000 1596199322.8377
MEM 39.375000 1596199322.9386
MEM 39.375000 1596199323.0427
MEM 39.375000 1596199323.1454
MEM 39.375000 1596199323.2472
MEM 39.375000 1596199323.3483
MEM 39.375000 1596199323.4484
MEM 39.375000 1596199323.5530
MEM 39.375000 1596199323.6538
MEM 39.375000 1596199323.7582
MEM 39.375000 1596199323.8599
MEM 39.375000 1596199323.9604
MEM 39.375000 1596199324.0655
MEM 39.375000 1596199324.1698
MEM 39.375000 1596199324.2705
MEM 39.375000 1596199324.3738
MEM 39.375000 1596199324.4777
MEM 39.375000 1596199324.5781
MEM 39.375000 1596199324.6787
MEM 39.375000 1596199324.7827
MEM 39.375000 1596199324.8841
MEM 39.375000 1596199324.9863
MEM 39.375000 1596199325.0876
MEM 39.375000 1596199325.1927
MEM 39.375000 1596199325.2946
MEM 39.375000 1596199325.3963
MEM 39.375000 1596199325.5010
MEM 39.375000 1596199325.6012
MEM 39.375000 1596199325.7017
MEM 39.375000 1596199325.8054
MEM 39.375000 1596199325.9068
MEM 39.375000 1596199326.0072
MEM 39.375000 1596199326.1086
MEM 39.375000 1596199326.2087
MEM 39.375000 1596199326.3129
MEM 39.375000 1596199326.4168
MEM 39.375000 1596199326.5197
MEM 39.375000 1596199326.6209
MEM 39.375000 1596199326.7217
MEM 39.375000 1596199326.8263
MEM 39.375000 1596199326.9281
MEM 39.375000 1596199327.0286
MEM 39.375000 1596199327.1325
MEM 39.375000 1596199327.2351
MEM 39.375000 1596199327.3358
MEM 39.375000 1596199327.4360
MEM 39.375000 1596199327.5408
MEM 39.375000 1596199327.6429
MEM 39.375000 1596199327.7452
MEM 39.375000 1596199327.8491
MEM 39.375000 1596199327.9493
MEM 39.375000 1596199328.0508
MEM 39.375000 1596199328.1514
MEM 39.375000 1596199328.2565
MEM 39.375000 1596199328.3606
MEM 39.375000 1596199328.4653
MEM 39.375000 1596199328.5668
MEM 39.375000 1596199328.6718
MEM 39.375000 1596199328.7763
MEM 39.375000 1596199328.8779
MEM 39.375000 1596199328.9780
MEM 39.375000 1596199329.0800
MEM 39.375000 1596199329.1809
MEM 39.375000 1596199329.2819
MEM 39.375000 1596199329.3821
MEM 39.375000 1596199329.4848
MEM 39.375000 1596199329.5855
MEM 39.375000 1596199329.6857
MEM 39.375000 1596199329.7899
MEM 39.375000 1596199329.8928
MEM 39.375000 1596199329.9962
MEM 39.375000 1596199330.0964
MEM 39.375000 1596199330.1979
MEM 39.375000 1596199330.3012
MEM 39.375000 1596199330.4029
MEM 39.375000 1596199330.5032
MEM 39.375000 1596199330.6038
MEM 39.375000 1596199330.7046
MEM 39.375000 1596199330.8052
MEM 39.375000 1596199330.9068
MEM 39.375000 1596199331.0113
MEM 39.375000 1596199331.1126
MEM 39.375000 1596199331.2132
MEM 39.375000 1596199331.3134
MEM 39.375000 1596199331.4153
MEM 39.375000 1596199331.5159
MEM 39.375000 1596199331.6197
MEM 39.375000 1596199331.7219
MEM 39.375000 1596199331.8263
MEM 39.375000 1596199331.9313
MEM 39.375000 1596199332.0315
MEM 39.375000 1596199332.1355
MEM 39.375000 1596199332.2380
MEM 39.375000 1596199332.3428
MEM 39.375000 1596199332.4458
MEM 39.375000 1596199332.5462
MEM 39.375000 1596199332.6490
MEM 39.375000 1596199332.7513
MEM 39.375000 1596199332.8529
MEM 39.375000 1596199332.9579
MEM 39.375000 1596199333.0621
MEM 39.375000 1596199333.1648
MEM 39.375000 1596199333.2669
MEM 39.375000 1596199333.3704
MEM 39.375000 1596199333.4709
MEM 39.375000 1596199333.5728
MEM 39.375000 1596199333.6764
MEM 39.375000 1596199333.7808
MEM 39.375000 1596199333.8859
MEM 39.375000 1596199333.9870
MEM 39.375000 1596199334.0900
MEM 39.375000 1596199334.1929
MEM 39.375000 1596199334.2981
MEM 39.375000 1596199334.3999
MEM 39.375000 1596199334.5030
MEM 39.375000 1596199334.6081
MEM 39.375000 1596199334.7133
MEM 39.375000 1596199334.8162
MEM 39.375000 1596199334.9212
MEM 39.375000 1596199335.0219
MEM 39.375000 1596199335.1264
MEM 39.375000 1596199335.2299
MEM 39.375000 1596199335.3348
MEM 39.375000 1596199335.4355
MEM 39.375000 1596199335.5386
MEM 39.375000 1596199335.6395
MEM 39.375000 1596199335.7428
MEM 39.375000 1596199335.8479
MEM 39.375000 1596199335.9492
MEM 39.375000 1596199336.0508
MEM 39.375000 1596199336.1509
MEM 39.375000 1596199336.2561
MEM 39.375000 1596199336.3611
MEM 39.375000 1596199336.4658
MEM 39.375000 1596199336.5709
MEM 39.375000 1596199336.6761
MEM 39.375000 1596199336.7764
MEM 37.582031 1596199336.8765
MEM 37.582031 1596199336.9790
MEM 37.582031 1596199337.0840
MEM 37.582031 1596199337.1860
MEM 37.582031 1596199337.2870
MEM 37.582031 1596199337.3921
MEM 37.582031 1596199337.4929
MEM 37.582031 1596199337.5980
MEM 37.582031 1596199337.7013
MEM 37.582031 1596199337.8063
MEM 37.582031 1596199337.9068
MEM 37.582031 1596199338.0099
MEM 37.582031 1596199338.1148
MEM 37.582031 1596199338.2191
MEM 37.582031 1596199338.3242
MEM 37.582031 1596199338.4264
MEM 37.582031 1596199338.5269
MEM 37.582031 1596199338.6282
MEM 37.582031 1596199338.7325
MEM 37.582031 1596199338.8341
MEM 37.582031 1596199338.9344
MEM 37.582031 1596199339.0358
MEM 37.582031 1596199339.1360
MEM 37.582031 1596199339.2410
MEM 37.582031 1596199339.3430
MEM 37.582031 1596199339.4480
MEM 37.582031 1596199339.5531
MEM 37.582031 1596199339.6583
MEM 37.582031 1596199339.7629
MEM 37.582031 1596199339.8680
MEM 37.582031 1596199339.9701
MEM 37.582031 1596199340.0741
MEM 37.582031 1596199340.1773
MEM 37.582031 1596199340.2806
MEM 37.582031 1596199340.3849
MEM 37.582031 1596199340.4860
MEM 37.582031 1596199340.5865
MEM 37.015625 1596199340.6891
MEM 37.015625 1596199340.7942
MEM 37.015625 1596199340.8993
MEM 37.015625 1596199341.0044
MEM 37.015625 1596199341.1078
MEM 37.015625 1596199341.2129
MEM 37.015625 1596199341.3139
MEM 37.015625 1596199341.4163
MEM 37.015625 1596199341.5194
MEM 37.015625 1596199341.6245
MEM 36.835938 1596199341.7265
MEM 36.835938 1596199341.8315
MEM 36.835938 1596199341.9317
MEM 36.863281 1596199342.0363
MEM 36.894531 1596199342.1377
